summonerId1,summonerElo1,latence1,duration1,temps_exécution1,summonerId2,summonerElo2,latence2,duration2,temps_exécution2
128540,1642,49,0,10,73689,1749,49,0,0
100581,1431,28,0,5,107332,1698,37,0,0
97627,620,51,0,5,105130,485,48,0,0
130017,688,43,0,4,136911,894,53,0,1
102162,931,32,0,1,93435,1168,58,0,0
38698,1315,37,0,6,49053,1282,28,0,0
57532,1754,25,0,7,114674,2260,14,0,0
127622,1026,82,0,1,136101,1042,48,0,0
115557,109,27,0,0,129680,925,37,0,0
85971,1338,27,0,2,125649,440,44,0,0
74664,1321,28,0,0,90970,1467,49,0,0
83504,1678,42,0,2,33600,1962,51,0,0
140721,1326,61,0,6,14340,948,91,0,0
67335,971,28,0,0,116991,590,45,0,0
8747,1295,37,0,1,34950,960,63,0,0
125838,1663,19,0,2,103305,203,34,0,0
9054,932,109,0,3,83646,738,39,0,0
103842,1190,62,0,6,131558,1429,21,0,0
121296,903,21,0,6,113395,1437,21,0,0
135386,996,43,0,2,132314,1287,34,0,0
74718,2258,77,0,1,67906,806,53,0,0
101395,1306,37,0,17,121862,1216,63,0,0
109146,463,67,0,6,112537,604,45,0,0
49734,1115,39,0,21,107993,656,59,0,0
118796,1262,64,0,0,9465,1730,59,0,0
122710,958,27,0,1,132839,1937,42,0,0
67748,901,59,0,0,106353,2102,25,0,0
108686,1972,62,0,6,111172,716,25,0,1
112238,674,40,0,1,109515,2023,21,0,0
140093,944,42,0,0,117292,1581,53,0,0
75251,1629,36,0,4,102545,807,64,0,0
124854,1485,25,0,8,108069,1142,59,0,0
113451,831,18,0,1,115582,1392,29,0,0
88078,1466,13,0,1,104827,1386,58,0,0
41445,1320,34,0,5,61016,1447,38,0,0
135300,2111,44,0,4,79958,1424,63,0,0
119681,1794,34,0,6,122736,738,33,0,0
116787,784,37,0,1,90273,1366,26,0,0
58319,1589,28,0,1,72031,1214,46,0,0
7398,1464,75,0,1,122907,894,47,0,0
112883,766,58,0,3,92843,858,45,0,0
88626,1829,39,0,8,111802,721,40,0,0
132277,1290,43,0,0,140391,2069,45,0,0
94282,1150,60,0,0,10279,876,33,0,0
103049,1347,50,0,10,125583,792,51,0,0
117255,1279,45,0,2,139735,1111,20,0,0
48203,569,51,0,2,62457,807,42,0,0
31972,1047,67,0,2,80072,849,55,0,0
5956,1324,47,0,1,128351,1880,60,0,0
74786,1174,44,0,0,61709,825,40,0,0
129944,1126,74,0,9,121872,1902,40,0,0
127821,1355,33,0,0,117251,450,52,0,0
111933,291,32,0,1,82352,1349,43,0,0
134090,633,39,0,0,51576,731,31,0,0
83703,972,33,0,5,130576,1114,43,0,0
115020,1448,27,0,5,118770,769,77,0,1
132998,1343,42,0,1,130510,971,52,0,0
80276,1304,29,0,14,40666,1499,18,0,0
95563,1381,32,0,8,127065,1023,46,0,0
123677,380,95,0,8,58171,406,25,0,0
122326,1095,18,0,7,133336,1283,56,0,0
95752,502,89,0,2,71958,1337,36,0,0
5529,1707,40,0,1,32930,1666,32,0,0
127536,268,46,0,2,32081,1810,61,0,0
122762,1096,37,0,2,118130,1952,38,0,0
57865,1224,65,0,1,88644,946,44,0,0
89169,909,53,0,3,57547,1108,55,0,1
107158,2146,40,0,2,35287,832,56,0,0
105502,300,96,0,1,76308,715,34,0,0
46926,1093,28,0,2,119410,952,27,0,0
129858,1323,35,0,0,83459,1120,51,0,0
102768,1688,53,0,1,105576,1499,47,0,0
118510,1818,75,0,1,47222,678,29,0,0
5333,788,47,0,1,129940,1627,37,0,0
122136,729,32,0,3,6605,1014,43,0,0
12572,611,42,0,7,54519,421,85,0,0
104245,690,67,0,4,8596,1886,81,0,0
41476,1472,62,0,4,109112,2411,16,0,0
133522,370,92,0,0,6533,2456,27,0,0
124254,1355,34,0,12,74726,1174,52,0,0
13712,1188,48,0,10,119596,1680,88,0,0
111301,1436,41,0,0,86183,943,58,0,0
70589,1459,28,0,0,32820,1047,75,0,0
62578,553,66,0,6,5636,1145,39,0,0
126459,1117,43,0,4,113246,1557,33,0,0
132043,827,65,0,2,38879,1100,28,0,0
41549,2098,63,0,1,14426,1872,43,0,0
71899,1689,21,0,4,9253,948,56,0,0
9458,1370,75,0,1,133481,2564,46,0,0
116108,1275,52,0,1,138195,2408,27,0,0
117333,417,63,0,6,61229,2169,56,0,0
131281,1697,17,0,11,133582,1294,35,0,0
33773,1296,51,0,2,75270,1511,57,0,0
133319,1063,44,0,5,61020,327,60,0,1
110854,1623,68,0,3,142806,901,37,0,0
